Condition ID,avg_growth,EX_glc__D_e,EX_ala__L_e,EX_arg__L_e,EX_asn__L_e,EX_gln__L_e,EX_gly_e,EX_his__L_e,EX_ile__L_e,EX_leu__L_e,EX_lys__L_e,EX_met__L_e,EX_phe__L_e,EX_pro__L_e,EX_ser__L_e,EX_thr__L_e,EX_trp__L_e,EX_tyr__L_e,EX_val__L_e,EX_thm_e,EX_pydxn_e
Cond00677,0.6431790730833333,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,0.02,2.0,0.02,0.2,1.0,0.2,0.01,0.002
Cond00678,0.5984511800833333,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,0.2,2.0,0.02,0.2,1.0,0.2,0.01,0.002
Cond00679,0.7002435014166667,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,4.0,2.0,0.02,0.2,1.0,0.2,0.01,0.002
Cond00680,0.7966952350833334,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,0.0,0.02,0.2,1.0,0.2,0.01,0.002
Cond00681,0.7986160309166667,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,0.002,0.02,0.2,1.0,0.2,0.01,0.002
Cond00682,0.8072823805833332,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,0.02,0.02,0.2,1.0,0.2,0.01,0.002
Cond00683,0.8147804349166666,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,0.2,0.02,0.2,1.0,0.2,0.01,0.002
Cond00684,0.5381370525833333,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,4.0,0.02,0.2,1.0,0.2,0.01,0.002
Cond00685,0.5910660875,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.0,0.2,1.0,0.2,0.01,0.002
Cond00686,0.605457479875,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.002,0.2,1.0,0.2,0.01,0.002
Cond00687,0.73839900475,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.2,0.2,1.0,0.2,0.01,0.002
Cond00688,0.929436335625,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,2.0,0.2,1.0,0.2,0.01,0.002
Cond00689,0.6253830627142857,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.0,1.0,0.2,0.01,0.002
Cond00690,0.535336833125,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.002,1.0,0.2,0.01,0.002
Cond00691,0.607556036,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.02,1.0,0.2,0.01,0.002
Cond00578,0.55153241025,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,2.0,1.0,0.2,0.01,0.002
Cond00693,0.59111349475,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,0.0,0.2,0.01,0.002
Cond00694,0.5638524624166666,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,0.001,0.2,0.01,0.002
Cond00695,0.5346371404166667,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,0.01,0.2,0.01,0.002
Cond00696,0.5571911325,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,0.1,0.2,0.01,0.002
Cond00697,0.5445334259166666,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,0.5,0.2,0.01,0.002
Cond00698,0.60372040825,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.0,0.01,0.002
Cond00699,0.7062846001666667,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.002,0.01,0.002
Cond00700,0.6208575139166667,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.02,0.01,0.002
Cond00701,0.344475354,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,1.0,0.01,0.002
Cond00702,0.0,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,2.0,0.01,0.002
Cond00760,0.5347217701666667,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,0.002
Cond00761,0.56975997275,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0001,0.002
Cond00762,0.6373155188333334,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.001,0.002
Cond00763,0.5930716870909091,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.05,0.002
Cond00764,0.6099416347272727,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.1,0.002
Cond00765,0.5576647775833333,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.0
Cond00766,0.48658914700000006,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.0002
Cond00767,0.40817873658333337,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.01
Cond00768,0.6599087119166667,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.02
Cond00769,0.5595495221666666,20.0,2.0,0.2,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.01,0.2
Cond00790,0.856646392,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00803,0.6844854914999999,0.02,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00804,0.6671356298,0.22,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00805,0.9077656145,2.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00806,0.8908146203999999,20.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00815,0.737052398,200.0,0.0,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00816,0.7457522213333334,200.0,0.002,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00817,0.725151424,200.0,0.02,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00818,0.6508373033333333,200.0,2.0,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00819,0.7289924683333333,200.0,0.2,0.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00820,0.718883345,200.0,0.2,0.002,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00821,0.751102602,200.0,0.2,0.02,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00822,0.7826954008333334,200.0,0.2,0.2,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00823,0.7545496942,200.0,0.2,2.0,0.0,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00824,0.7948749908333334,200.0,0.2,2.0,0.02,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00825,0.771960903,200.0,0.2,2.0,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00826,0.7655195318333333,200.0,0.2,2.0,2.0,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00839,0.757768928,200.0,0.2,2.0,0.002,0.0,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00840,0.730389781,200.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00841,0.7393257143333334,200.0,0.2,2.0,0.002,0.02,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00842,0.72988547,200.0,0.2,2.0,0.002,2.0,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00843,0.7449083405,200.0,0.2,2.0,0.002,0.2,0.0,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00844,0.7225966979999999,200.0,0.2,2.0,0.002,0.2,0.02,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00845,0.7239633793333334,200.0,0.2,2.0,0.002,0.2,0.2,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00846,0.7043829205000001,200.0,0.2,2.0,0.002,0.2,2.0,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00847,0.7457336248333334,200.0,0.2,2.0,0.002,0.2,0.002,0.0,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00848,0.7397861348333333,200.0,0.2,2.0,0.002,0.2,0.002,0.002,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00849,0.7378336436666667,200.0,0.2,2.0,0.002,0.2,0.002,0.02,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00850,0.7284465661666667,200.0,0.2,2.0,0.002,0.2,0.002,2.0,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00851,0.7364827123333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.0,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00852,0.7399971988333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.002,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00853,0.7385710291666666,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.02,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00854,0.7326778113333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,2.0,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00855,0.73989953,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.0,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00856,0.7526494194,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.02,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00857,0.7554364528333334,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.2,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00858,0.7477895659999999,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,2.0,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00859,0.7160047946666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,0.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00860,0.7020730646666666,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,0.002,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00861,0.7649763306666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,0.02,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00862,0.7462908542,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,0.2,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00863,0.641358587,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,0.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00864,0.6194701996666666,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,0.002,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00865,0.7665232983333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,0.02,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00866,0.7575625581666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,0.2,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00867,0.7804580813333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.0,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00868,0.7874280223333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.002,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00869,0.793421373,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.02,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00870,0.7046118815,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,2.0,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00871,0.7568804971666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.0,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00872,0.743070346,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.02,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00873,0.8394742561666666,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.2,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00874,0.8530680641666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,2.0,0.002,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00875,0.7667744241666666,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.0,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00876,0.7555467066,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.02,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00877,0.7402139393333332,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.2,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00878,0.8332465936666668,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,2.0,0.2,0.002,0.1,0.002,0.0001,0.0002
Cond00879,0.7060971385,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.0,0.002,0.1,0.002,0.0001,0.0002
Cond00880,0.723996306,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.002,0.002,0.1,0.002,0.0001,0.0002
Cond00881,0.7349512921666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.02,0.002,0.1,0.002,0.0001,0.0002
Cond00882,0.698557451,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,2.0,0.002,0.1,0.002,0.0001,0.0002
Cond00883,0.7526701626666666,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.0,0.1,0.002,0.0001,0.0002
Cond00884,0.7797836090000001,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.02,0.1,0.002,0.0001,0.0002
Cond00885,0.7938753386666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.2,0.1,0.002,0.0001,0.0002
Cond00886,0.7484882225000001,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,2.0,0.1,0.002,0.0001,0.0002
Cond00887,0.7342647121666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.0,0.002,0.0001,0.0002
Cond00888,0.7328863026666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.001,0.002,0.0001,0.0002
Cond00889,0.7434923153333334,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.01,0.002,0.0001,0.0002
Cond00890,0.7420963238333332,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.805,0.002,0.0001,0.0002
Cond00891,0.7547152308333334,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.0,0.0001,0.0002
Cond00892,0.7656969053333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.02,0.0001,0.0002
Cond00893,0.7123630623333334,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.2,0.0001,0.0002
Cond00894,0.7510556254999999,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,2.0,0.0001,0.0002
Cond00943,0.749144891,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0,0.0002
Cond00944,0.7504945561666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.001,0.0002
Cond00945,0.7305662123333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.01,0.0002
Cond00946,0.7123301388333333,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.1,0.0002
Cond00947,0.7537806693333334,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.0
Cond00948,0.7580080803333334,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.002
Cond00949,0.7606995501666667,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.02
Cond00950,0.7356095071666666,200.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.0001,0.2
Cond00967,0.5708747076666666,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cond00968,0.5348695640833333,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cond00969,0.747133583,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cond00970,0.7410351548333334,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cond00971,0.7311901576666666,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cond01012,1.4337833259565218,42.22,0.48,0.42,0.8,0.48,0.06,0.42,0.4,0.48,0.38,0.38,0.42,0.44,0.48,0.062,0.482,0.241,0.064,0.021,0.0028
Cond01021,1.3388984230833334,43.42,0.48,0.46,0.78,0.48,0.058,0.4,1.6,0.48,0.4,0.4,0.42,0.44,0.46,0.064,0.468,0.2365,0.062,0.02,0.0028
Cond01026,1.0138672835,43.42,0.48,0.46,0.78,0.48,0.058,0.4,0.0,0.48,0.4,0.4,0.42,0.44,0.46,0.064,0.468,0.2365,0.062,0.02,0.0028
Cond01027,1.2034816722000001,43.42,0.48,0.46,0.78,0.48,0.058,0.4,0.4,0.48,0.4,0.4,0.42,0.44,0.46,0.064,0.468,0.2365,0.062,0.02,0.0028
Cond01028,1.3125955969999998,43.42,0.48,0.46,0.78,0.48,0.058,0.4,0.8,0.48,0.4,0.4,0.42,0.44,0.46,0.064,0.468,0.2365,0.062,0.02,0.0028
Cond01029,1.335155696,43.42,0.48,0.46,0.78,0.48,0.058,0.4,1.2,0.48,0.4,0.4,0.42,0.44,0.46,0.064,0.468,0.2365,0.062,0.02,0.0028
